,id,title,release_date,overview,popularity,vote_average,vote_count,video
850,643,Battleship Potemkin,12/24/1925,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",11.35,7.7,812,FALSE
851,576,The Wild Bunch,6/17/1969,"Aging outlaw Pike Bishop prepares to retire after one final robbery. Joined by his gang, Dutch Engstrom and brothers Lyle and Tector Gorch, Bishop discovers the heist is a setup orchestrated in part by a former partner, Deke Thornton. As the remaining gang takes refuge in Mexican territory, Thornton trails them—resulting in fierce gunfights with plenty of casualties.",10.185,7.7,832,FALSE
852,82702,How to Train Your Dragon 2,6/5/2014,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",71.985,7.7,7814,FALSE
853,25188,The Last Picture Show,10/3/1971,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures. Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",7.776,7.7,443,FALSE
854,12093,Lilya 4-ever,8/23/2002,"Lilja lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilja hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilja arrives her life quickly enters a downward spiral.",11.289,7.7,379,FALSE
855,37247,The Graduate,12/21/1967,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",11.421,7.7,2504,FALSE
856,269,Breathless,3/16/1960,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",9.302,7.7,1279,FALSE
857,227932,My Mom is a Character 2,12/22/2016,"Dona Hermínia is back, but now rich and famous since she is the host of her own successful TV show. However, the overprotective character will have to deal with her children's departures, as Marcelina and Juliano decide to move out. In counterpart, she will welcome, as a visitor, her sister Lúcia Helena, who's been living in New York.",6.739,7.7,434,FALSE
858,54186,Confessions,6/4/2010,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,10.32,7.7,644,FALSE
859,430,"One, Two, Three",12/15/1961,"C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.",6.914,7.7,252,FALSE
860,286217,The Martian,9/30/2015,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",78.148,7.7,16426,FALSE
861,17058,Scarlet Street,12/25/1945,"Cashier and part-time starving artist Christopher Cross is absolutely smitten with the beautiful Kitty March. Kitty plays along, but she's really only interested in Johnny, a two-bit crook. When Kitty and Johnny find out that art dealers are interested in Chris's work, they con him into letting Kitty take credit for the paintings. Cross allows it because he is in love with Kitty, but his love will only let her get away with so much.",8.624,7.7,232,FALSE
862,50531,Ask Me If I Am Happy,12/15/2000,"Aspiring actors Aldo, Giovanni, and Giacomo work dead-end jobs while focusing on their passion project: staging an adaptation of 'Cyrano de Bergerac'. However, love for the same woman will end their friendship. Three years later, Giovanni and Giacomo reunite to travel from Milan to Sicily after hearing that Aldo is dying.",6.02,7.7,1399,FALSE
863,244063,Boys,1/8/2014,Two teen track stars discover first love as they train for the biggest relay race of their young lives.,11.788,7.7,526,FALSE
864,1632,Mississippi Burning,12/8/1988,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",10.783,7.7,1175,FALSE
865,1587,What's Eating Gilbert Grape,12/17/1993,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",17.489,7.7,3013,FALSE
866,29154,Stand and Deliver,3/11/1988,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",13.975,7.7,232,FALSE
867,25768,"Steamboat Bill, Jr.",5/9/1928,The just out of college effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was little.,6.951,7.7,223,FALSE
868,14813,Mickey's Christmas Carol,10/19/1983,"It is an adaptation of the Charles Dickens classic A Christmas Carol, featuring Scrooge McDuck as his namesake and inspiration Ebenezer Scrooge and Mickey Mouse as Bob Cratchit. This film was based on a 1972 audio musical entitled Disney's A Christmas Carol. It is a twenty-four minute animated short film produced by Walt Disney Productions as an accompaniment to a re-release of The Rescuers.",41.123,7.7,689,FALSE
869,11898,Kind Hearts and Coronets,6/21/1949,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.",8.647,7.7,351,FALSE
870,10331,Night of the Living Dead,10/4/1968,A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse.,13.332,7.7,1740,FALSE
871,522627,The Gentlemen,12/3/2019,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",34.999,7.7,3794,FALSE
872,514439,Breakthrough,4/10/2019,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",26.523,7.7,807,FALSE
873,8429,Paisan,12/10/1946,"Six vignettes follow the Allied invasion from July 1943 to winter 1944, from Sicily north to Venice.",5.925,7.7,209,FALSE
874,607259,Fatherhood,6/18/2021,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",153.748,7.7,905,FALSE
875,2433,The Young Girls of Rochefort,3/8/1967,"Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military service. Simon owns a music shop, he left Paris one month ago to come back where he fell in love 10 years ago. They are looking for love, looking for each other, without being aware that their ideal partner is very close...",10.147,7.7,408,FALSE
876,870,Dolls,9/5/2002,"Dolls takes puppeteering as its overriding motif, which relates thematically to the action provided by the live characters. Chief among those tales is the story of Matsumoto and Sawako, a young couple whose relationship is about to be broken apart by the former's parents, who have insisted their son take part in an arranged marriage to his boss' daughter.",7.318,7.7,211,FALSE
877,127533,Rurouni Kenshin Part I: Origins,8/25/2012,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",38.166,7.7,552,FALSE
878,11972,Don Camillo,3/28/1952,"In a village of the Po valley where the earth is hard and life miserly, the priest and the communist mayor are always fighting to be the head of the community. If in secret, they admired and liked each other, politics still divided them as it is dividing the country. And when the mayor wants his ""People's House""; the priest wants his ""Garden City"" for the poor. Division exist between the richest and the poorest, the pious and the atheists and even between lovers. But if the people are hard as the country, they are good in the bottom of there heart.",8.232,7.7,212,FALSE
879,343,Harold and Maude,12/20/1971,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,8.958,7.7,773,FALSE
880,76696,Sidewalls,2/1/2011,"Martin is a neurotic web designer taking baby steps out of the isolation of his one-room apartment and his virtual reality. Mariana is an artist fresh out of a a long relationship. They are perfect for each other, live on the same street, in opposite buildings, but they never meet. Can the movement of a modern city of three million people bring them together?",6.943,7.7,223,FALSE
881,38251,Mediterraneo,1/31/1991,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",8.231,7.7,762,FALSE
882,28580,The Lost Weekend,11/29/1945,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",9.463,7.7,396,FALSE
883,1592,Primal Fear,3/6/1996,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",16.123,7.7,2354,FALSE
884,793,Blue Velvet,1/1/1986,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",16.416,7.7,2412,FALSE
885,364111,The Anthem of the Heart,9/19/2015,"A young girl had her voice magically taken away so that she would never hurt people with it, but her outlook changes when she encounters music and friendship. Will Naruse be able to convey the anthem of her heart?",54.02,7.7,273,FALSE
886,433471,Lou,6/16/2017,A Pixar short about a lost-and-found box and the unseen monster within.,6.166,7.7,284,FALSE
887,13363,The Man from Earth,6/10/2007,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",10.811,7.7,1724,FALSE
888,459151,The Boss Baby: Family Business,7/1/2021,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,803.716,7.7,1671,FALSE
889,1879,Guess Who's Coming to Dinner,12/11/1967,A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,7.875,7.7,577,FALSE
890,13696,Angels with Dirty Faces,11/26/1938,"In New York, the boys Rocky Sullivan and Jerry Connelly are best friends and small time thieves. After a robbery, Rocky is arrested and sent to a reformatory school, where he begins his criminal career. Jerry escapes and later becomes a priest. After three years in prison, Rocky is released and demands the return of $100,000 deposited with his solicitor - prior to his jail term.",6.012,7.7,205,FALSE
891,11686,Love and Death,6/10/1975,"Boris is a simple Russian villager who pines from afar for his beautiful cousin Sonja. Forced against his will into joining the Russian army during the Napoleonic Wars, the cowardly Boris accidentally becomes a military hero. But when his beloved Sonja comes to him with a dangerous patriotic scheme, Boris debates his desires and beliefs.",8.237,7.7,655,FALSE
892,773,Little Miss Sunshine,7/26/2006,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",13.128,7.7,5416,FALSE
893,10754,A Short Film About Killing,3/11/1988,"Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive.",5.253,7.7,238,FALSE
894,9377,Ferris Bueller's Day Off,6/11/1986,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",15.957,7.7,3739,FALSE
895,637534,The Stronghold,8/18/2021,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",342.84,7.7,539,FALSE
896,13980,Sword of the Stranger,9/29/2007,"Pursued by formidable Chinese assassins, young Kotaro and his dog run into No Name, a mysterious stranger who gets pulled into the chase. The unlikely companions form a bond over saving the dog from a poison attack, but chaos erupts when the assassins find Kotaro, and No Name must face his past before a horrible fate is met again.",15.604,7.7,265,FALSE
897,18197,Running on Empty,9/9/1988,"The Popes are a family who haven't been able to use their real identity for years. In the late sixties, the parents set a weapons lab afire in an effort to hinder the government's Vietnam war campaign. Ever since then, the Popes have been on the run with the authorities never far behind.",7.605,7.7,204,FALSE
898,400160,The SpongeBob Movie: Sponge on the Run,8/14/2020,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",233.698,7.7,2381,FALSE
899,144288,Berserk: The Golden Age Arc III - The Advent,2/1/2013,"A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile, his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",37.722,7.7,220,FALSE
900,8358,Cast Away,12/22/2000,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",37.227,7.7,9009,FALSE
901,871,Planet of the Apes,2/7/1968,"An  U.S. Spaceship lands on a desolate planet, stranding astronaut Taylor in a world dominated by apes, 2000 years into the future, who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",31.623,7.7,2525,FALSE
902,645886,The Unforgivable,11/24/2021,A woman is released from prison after serving a sentence for a violent crime and re-enters a society that refuses to forgive her past.,532.357,7.6,692,FALSE
903,177945,"Like Father, Like Son",9/28/2013,Ryota Nonomiya is a successful businessman driven by money. He learns that his biological son was switched with another child after birth. He must make a life-changing decision and choose his true son or the boy he raised as his own.,10.189,7.6,459,FALSE
904,22881,The Blind Side,11/20/2009,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",51.948,7.6,4826,FALSE
905,451048,Jungle Cruise,7/28/2021,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",638.697,7.7,3626,FALSE
906,4480,Jean de Florette,8/27/1986,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.",7.703,7.6,373,FALSE
907,1093,Elevator to the Gallows,1/29/1958,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",7.308,7.6,389,FALSE
908,18329,Happy Together,5/30/1997,A gay couple takes a trip to Argentina in search of a new beginning but instead begins drifting even further apart.,9.03,7.6,380,FALSE
909,13386,I'm Starting from Three,3/5/1981,"Gaetano, giovane napoletano, decide di lasciare casa, lavoro ed amici, per cercare altri momenti di vita e conoscere altre persone. Arriva a Firenze, a casa della zia. In un ambulatorio, dove capita per caso, conosce Marta e se ne innammora. Dopo una serie di divertenti situazioni (un vecchio amico dalla parlantina inarrestabile arriva da Napoli; la matura zia ed il suo attempato amante; un giovane prete Americano che vuole coinvolgerlo per forza nelle sue visite evangeliche; l'incontro con Riccardino, un giovane frustrato da una madre oppressiva; il padre che aspetta il miracolo della ricrescita di una mano amputata; etc.) Gaetano decide di restare a Firenze e di fare da padre al figlio che Marta aspetta, anche se la ragazza non vuole rivelare con esattezza il nome del padre.",7.046,7.6,535,FALSE
910,4347,Atonement,9/7/2007,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",16.038,7.6,3197,FALSE
911,398978,The Irishman,11/1/2019,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",21.921,7.6,5102,FALSE
912,49992,Lucky and Zorba,12/22/1998,"A seagull is caught by the black tide of a sinking petrol ship. She manages to fly inland and falls down in a garden by a cat. Moribund, she asks the cat to fulfill three promises: that when she lays her egg he must not eat it; that he must take care of it until it hatches; that he would teach the newborn how to fly.",6.829,7.6,527,FALSE
913,820,JFK,12/20/1991,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,15.771,7.6,1527,FALSE
914,180299,The Raid 2,3/27/2014,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",39.304,7.6,1767,FALSE
915,31216,I Can't Think Straight,6/1/2008,"I CAN'T THINK STRAIGHT is a 2007 romance movie about a London-based Jordanian of Palestinian descent, Tala, who is preparing for an elaborate wedding. A turn of events causes her to have an affair and subsequently fall in love with another woman, Leyla, a British Indian.",10.417,7.6,237,FALSE
916,9343,Fitzcarraldo,3/2/1982,"Fitzcarraldo is a dreamer who plans to build an opera house in Iquitos, in the Peruvian Amazon, so, in order to finance his project, he embarks on an epic adventure to collect rubber, a very profitable product, in a remote and unexplored region of the rainforest.",7.274,7.6,509,FALSE
917,1859,Ninotchka,11/23/1939,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,7.053,7.6,255,FALSE
918,2487,Lady Snowblood,12/1/1973,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.,7.289,7.6,233,FALSE
919,9912,The World's Fastest Indian,10/12/2005,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",11.259,7.6,504,FALSE
920,8073,Band of Outsiders,8/5/1964,"Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",7.701,7.6,391,FALSE
921,158,Knockin' on Heaven's Door,2/20/1997,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",9.43,7.6,355,FALSE
922,207703,Kingsman: The Secret Service,12/13/2014,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,107.595,7.6,13743,FALSE
923,42987,The Servant,11/14/1963,"A decadent London aristocrat hires a man-servant to attend to his needs. However, the balance of power starts to shift...",7.746,7.6,203,FALSE
924,13466,October Sky,2/19/1999,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",16.509,7.6,880,FALSE
925,20108,Au Hasard Balthazar,5/25/1966,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",8.171,7.6,281,FALSE
926,812,Aladdin,11/25/1992,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",60.642,7.6,9338,FALSE
927,575604,The Call,11/27/2020,"Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",14.278,7.6,431,FALSE
928,283995,Guardians of the Galaxy Vol. 2,4/19/2017,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,136.522,7.6,17600,FALSE
929,44214,Black Swan,12/3/2010,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,36.611,7.6,11834,FALSE
930,10322,Being There,12/19/1979,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",10.207,7.6,697,FALSE
931,4995,Boogie Nights,10/7/1997,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",19.456,7.6,2340,FALSE
932,1654,The Dirty Dozen,6/15/1967,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",11.43,7.6,864,FALSE
933,578,Jaws,6/18/1975,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",50.703,7.6,7964,FALSE
934,19101,A Little Princess,5/10/1995,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",16.553,7.6,766,FALSE
935,2493,The Princess Bride,9/25/1987,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",16.405,7.6,3584,FALSE
936,4960,"Synecdoche, New York",10/24/2008,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",11.196,7.6,1028,FALSE
937,333339,Ready Player One,3/28/2018,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",137.738,7.6,12331,FALSE
938,30020,Taste of Cherry,9/28/1997,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",6.351,7.6,326,FALSE
939,18900,In Cold Blood,12/15/1967,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",8.499,7.6,248,FALSE
940,15917,Devdas,7/11/2002,Devdas is sent away by his father so he can improve himself but upon his return his father still doesn’t welcome him back. Devdas and Paro are in love but Paro is a lower caste and is set to be married to an older widower. Devdas is devastated & leaves home. He becomes an alcoholic womanizer and falls in love with a courtesan. Paro tries to get Devdas away from drinking before he self destructs.,10.587,7.6,245,FALSE
941,8703,Three Wishes for Cinderella,11/16/1973,"Popelka, a resourceful and independent young girl, is a servant in her stepmother's house and confides her closest friend the owl. When she comes across three magical acorns, she's granted a single wish for each one of them.",21.208,7.6,248,FALSE
942,11782,Hard Boiled,4/16/1992,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,10.903,7.6,518,FALSE
943,306819,The Danish Girl,1/1/2015,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",21.031,7.6,5038,FALSE
944,5165,L'Avventura,6/29/1960,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",6.125,7.6,460,FALSE
945,442065,The Last Full Measure,1/23/2020,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",9.645,7.6,314,FALSE
946,401698,Hidden Kisses,2/4/2016,"Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection.",11.039,7.6,226,FALSE
947,13403,Hedwig and the Angry Inch,7/20/2001,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",9.52,7.6,263,FALSE
948,11362,The Count of Monte Cristo,1/23/2002,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",23.986,7.6,1327,FALSE
949,9444,Anastasia,11/20/1997,"This animated adventure spins a more optimistic twist on the long-mythicized story of the ""lost daughter"" of Russia's last czar. A wicked sorcerer places a curse on the Romanov family, and Anastasia is separated from them during their attempts to escape from a rowdy revolt seizing their palace. Years later, after growing up with amnesia in an orphanage, ""Anya"" encounters two Russian men seeking a reward offered by the Dowager Empress Marie, for the return of her missing granddaughter. They decide to travel together to visit the Empress in Paris. Will Anya finally be reunited with her remaining family and find a loving home at last?",54.493,7.6,4453,FALSE
950,19223,A Pure Formality,5/15/1994,"Onoff is a famous writer, now a recluse. The Inspector is suspicious when Onoff is brought into the station one night, disoriented and suffering a kind of amnesia. In an isolated, rural police station, the Inspector tries to establish the events surrounding a killing, to reach a startling resolution.",8.56,7.6,269,FALSE
951,14784,The Fall,1/1/2006,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",9.913,7.6,954,FALSE
952,642,Butch Cassidy and the Sundance Kid,1/15/1969,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",13.5,7.6,1617,FALSE
